age,weight_kg,height_cm,bmi,goal,goal_enc,difficulty,diff_enc,category,exercise
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Back,Bent Over Row
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Legs,Squat
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Legs,Lunges
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Shoulders,Face Pull
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Arms,Hammer Curl
25,67.5,188.6,19.0,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Cardio,Cycling
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Cardio,Jump Rope
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Core,Crunches
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Core,Plank
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
36,114.1,193.7,30.4,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Cardio,Jump Rope
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Cardio,Running
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Core,Leg Raises
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Core,Russian Twist
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
51,92.5,179.4,28.7,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Cardio,Burpees
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Cardio,Cycling
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Core,Plank
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Core,Leg Raises
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Chest,Bench Press
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Legs,Romanian Deadlift
31,92.0,173.6,30.5,Maintain Weight,2,Intermediate,1,Legs,Squat
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Chest,Dips
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Chest,Push Up
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Back,Deadlift
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Legs,Calf Raises
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Legs,Romanian Deadlift
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Shoulders,Lateral Raise
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Shoulders,Face Pull
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Arms,Concentration Curl
28,95.4,196.9,24.6,Muscle Gain,1,Intermediate,1,Arms,Hammer Curl
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Cardio,Running
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Core,Plank
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Core,Russian Twist
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
47,103.0,174.5,33.8,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Chest,Dips
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Chest,Incline Dumbbell Press
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Back,Bent Over Row
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Legs,Calf Raises
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Legs,Romanian Deadlift
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Shoulders,Arnold Press
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Shoulders,Lateral Raise
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
33,79.8,191.3,21.8,Muscle Gain,1,Intermediate,1,Arms,Hammer Curl
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Cardio,Burpees
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Core,Leg Raises
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Chest,Cable Fly
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Legs,Squat
21,96.9,198.9,24.5,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Cardio,Burpees
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Cardio,Cycling
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Core,Russian Twist
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
36,113.0,180.5,34.7,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Cardio,Burpees
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Cardio,Cycling
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Core,Russian Twist
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Core,Plank
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
58,94.4,189.6,26.3,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Cardio,Burpees
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Core,Leg Raises
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Core,Russian Twist
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Chest,Dips
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
23,99.3,194.4,26.3,Maintain Weight,2,Advanced,2,Legs,Squat
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Cardio,Running
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Cardio,Cycling
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Core,Leg Raises
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
50,70.6,166.5,25.5,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Chest,Dips
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Chest,Incline Dumbbell Press
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Back,Seated Cable Row
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Legs,Leg Press
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Legs,Lunges
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Shoulders,Overhead Press
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Shoulders,Arnold Press
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
28,105.9,166.5,38.2,Muscle Gain,1,Intermediate,1,Arms,Bicep Curl
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Cardio,Running
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Cardio,Jump Rope
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Core,Plank
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Core,Leg Raises
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
46,77.8,169.1,27.2,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Cardio,Running
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Core,Russian Twist
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
22,86.1,167.1,30.8,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Cardio,Box Jumps
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Cardio,Burpees
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Core,Crunches
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Core,Ab Wheel Rollout
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Chest,Bench Press
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Legs,Leg Press
31,62.3,182.8,18.6,Maintain Weight,2,Intermediate,1,Legs,Calf Raises
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Cardio,Burpees
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Cardio,Jump Rope
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Core,Plank
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Core,Leg Raises
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
40,60.2,182.7,18.0,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Cardio,Burpees
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Cardio,Running
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Core,Plank
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Core,Leg Raises
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
30,63.2,182.4,19.0,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Chest,Push Up
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Chest,Dips
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Back,Pull Up
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Back,Seated Cable Row
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Legs,Romanian Deadlift
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Legs,Calf Raises
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Shoulders,Arnold Press
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Shoulders,Lateral Raise
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
43,88.5,182.0,26.7,Muscle Gain,1,Intermediate,1,Arms,Concentration Curl
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Cardio,Burpees
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Core,Plank
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Core,Leg Raises
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
17,85.6,167.2,30.6,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Cardio,Cycling
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Cardio,Running
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Core,Leg Raises
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Core,Plank
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
44,90.5,171.8,30.7,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Chest,Cable Fly
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Chest,Incline Dumbbell Press
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Back,Bent Over Row
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Legs,Calf Raises
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Legs,Leg Press
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Arms,Bicep Curl
38,75.4,166.2,27.3,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Chest,Cable Fly
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Chest,Bench Press
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Back,Bent Over Row
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Legs,Lunges
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Legs,Leg Press
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Shoulders,Front Raise
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Shoulders,Face Pull
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Arms,Hammer Curl
52,70.9,172.1,23.9,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Cardio,Burpees
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Core,Leg Raises
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Chest,Bench Press
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Chest,Dips
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Legs,Squat
26,57.6,193.4,15.4,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Chest,Incline Dumbbell Press
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Chest,Push Up
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Back,Bent Over Row
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Legs,Leg Press
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Legs,Romanian Deadlift
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Shoulders,Front Raise
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
21,91.2,179.9,28.2,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Cardio,Burpees
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Cardio,Box Jumps
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Core,Leg Raises
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
35,57.5,158.0,23.0,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Cardio,Burpees
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Core,Russian Twist
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Core,Leg Raises
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Chest,Cable Fly
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Legs,Squat
31,46.3,198.3,11.8,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Cardio,Burpees
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Cardio,Box Jumps
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Core,Leg Raises
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Core,Russian Twist
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Full Body,Clean and Press
51,102.1,187.5,29.0,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Chest,Bench Press
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Back,Pull Up
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Back,Deadlift
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Legs,Squat
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
17,82.6,195.3,21.7,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Cardio,Jump Rope
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Cardio,Running
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Core,Russian Twist
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Core,Crunches
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
61,63.6,183.8,18.8,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Cardio,Burpees
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Cardio,Cycling
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Core,Leg Raises
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Core,Crunches
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Chest,Cable Fly
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Chest,Bench Press
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Legs,Calf Raises
59,101.6,179.8,31.4,Maintain Weight,2,Beginner,0,Legs,Romanian Deadlift
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Cardio,Burpees
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Core,Leg Raises
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Chest,Bench Press
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
24,105.4,164.3,39.0,Maintain Weight,2,Advanced,2,Legs,Squat
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Cardio,Jump Rope
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Cardio,Burpees
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Core,Russian Twist
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Core,Crunches
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Chest,Push Up
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Chest,Bench Press
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Legs,Squat
64,46.2,174.6,15.2,Maintain Weight,2,Beginner,0,Legs,Leg Press
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Cardio,Burpees
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Cardio,Jump Rope
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Core,Leg Raises
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Core,Crunches
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Chest,Cable Fly
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Chest,Bench Press
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Legs,Leg Press
44,64.0,173.0,21.4,Maintain Weight,2,Intermediate,1,Legs,Calf Raises
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Cardio,Cycling
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Cardio,Running
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Core,Russian Twist
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Core,Crunches
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
56,114.2,168.3,40.3,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Cardio,Running
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Core,Crunches
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Core,Russian Twist
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
18,115.0,194.1,30.5,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Cardio,Cycling
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Cardio,Burpees
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Core,Leg Raises
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
48,61.4,178.4,19.3,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Cardio,Cycling
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Cardio,Jump Rope
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Core,Leg Raises
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Core,Russian Twist
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Chest,Bench Press
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Chest,Incline Dumbbell Press
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Legs,Calf Raises
34,72.6,191.1,19.9,Maintain Weight,2,Beginner,0,Legs,Squat
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Cardio,Box Jumps
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Cardio,Burpees
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Core,Russian Twist
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
25,115.0,172.0,38.9,Weight Loss,0,Advanced,2,Full Body,Clean and Press
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Cardio,Running
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Core,Crunches
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Core,Leg Raises
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
40,65.7,164.9,24.2,Weight Loss,0,Intermediate,1,Full Body,Thruster
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Chest,Cable Fly
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Chest,Bench Press
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Back,Pull Up
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Back,Bent Over Row
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Legs,Squat
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
42,105.0,194.7,27.7,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Cardio,Cycling
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Cardio,Burpees
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Core,Russian Twist
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
45,113.6,162.5,43.0,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Cardio,Burpees
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Cardio,Jump Rope
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Core,Ab Wheel Rollout
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Core,Russian Twist
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Chest,Dips
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Chest,Push Up
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Legs,Leg Press
52,86.9,195.0,22.9,Maintain Weight,2,Intermediate,1,Legs,Squat
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Cardio,Cycling
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Cardio,Box Jumps
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Core,Plank
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Core,Russian Twist
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Chest,Bench Press
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Legs,Leg Press
43,81.3,169.8,28.2,Maintain Weight,2,Intermediate,1,Legs,Calf Raises
30,111.1,166.2,40.2,Weight Loss,0,Beginner,0,Cardio,Burpees
30,111.1,166.2,40.2,Weight Loss,0,Beginner,0,Cardio,Jump Rope
30,111.1,166.2,40.2,Weight Loss,0,Beginner,0,Core,Leg Raises
